Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Have you ever vaped?,Do you have any form of social media?,Approximately how much time do you spend on social media per day?
11307665111,252912708,01/29/2020 04:39:40 AM,01/29/2020 04:39:51 AM,,,,,,No,Yes,4 hours or more
11307663598,252912708,01/29/2020 04:39:10 AM,01/29/2020 04:39:20 AM,,,,,,Yes,Yes,3 hours
11307659629,252912708,01/29/2020 04:37:49 AM,01/29/2020 04:37:59 AM,,,,,,No,Yes,1 hour
11307620077,252912708,01/29/2020 04:24:13 AM,01/29/2020 04:24:25 AM,,,,,,Yes,Yes,4 hours or more
11307609260,252912708,01/29/2020 04:20:30 AM,01/29/2020 04:20:46 AM,,,,,,No,Yes,3 hours
11307593979,252912708,01/29/2020 04:15:11 AM,01/29/2020 04:15:31 AM,,,,,,No,Yes,4 hours or more
11307588693,252912708,01/29/2020 04:11:22 AM,01/29/2020 04:13:42 AM,,,,,,No,Yes,3 hours
11307573763,252912708,01/29/2020 04:08:26 AM,01/29/2020 04:08:37 AM,,,,,,Yes,Yes,4 hours or more
11307568590,252912708,01/29/2020 04:06:40 AM,01/29/2020 04:06:56 AM,,,,,,No,Yes,3 hours
11307564900,252912708,01/29/2020 04:05:24 AM,01/29/2020 04:05:41 AM,,,,,,No,Yes,2 hours
11307563394,252912708,01/29/2020 04:04:40 AM,01/29/2020 04:05:09 AM,,,,,,No,Yes,3 hours
11307547351,252912708,01/29/2020 03:59:13 AM,01/29/2020 03:59:27 AM,,,,,,No,Yes,1 hour
11307543040,252912708,01/29/2020 03:57:39 AM,01/29/2020 03:57:51 AM,,,,,,No,Yes,4 hours or more
11307542160,252912708,01/29/2020 03:57:21 AM,01/29/2020 03:57:31 AM,,,,,,No,Yes,3 hours
11307533064,252912708,01/29/2020 03:53:47 AM,01/29/2020 03:54:05 AM,,,,,,Yes,Yes,3 hours
11307532773,252912708,01/29/2020 03:53:45 AM,01/29/2020 03:53:58 AM,,,,,,No,Yes,4 hours or more
11307526268,252912708,01/29/2020 03:51:23 AM,01/29/2020 03:51:33 AM,,,,,,Yes,Yes,4 hours or more
11307524026,252912708,01/29/2020 03:50:24 AM,01/29/2020 03:50:41 AM,,,,,,No,Yes,3 hours
11307508351,252912708,01/29/2020 03:44:23 AM,01/29/2020 03:44:47 AM,,,,,,No,Yes,2 hours
11307508131,252912708,01/29/2020 03:44:31 AM,01/29/2020 03:44:42 AM,,,,,,No,Yes,4 hours or more
11307506616,252912708,01/29/2020 03:43:42 AM,01/29/2020 03:44:07 AM,,,,,,No,Yes,1 hour
11307506071,252912708,01/29/2020 03:42:57 AM,01/29/2020 03:43:54 AM,,,,,,No,Yes,4 hours or more
11307505135,252912708,01/29/2020 03:43:14 AM,01/29/2020 03:43:33 AM,,,,,,No,Yes,3 hours
11307500809,252912708,01/29/2020 03:40:50 AM,01/29/2020 03:41:56 AM,,,,,,No,Yes,3 hours
11307496967,252912708,01/29/2020 03:40:13 AM,01/29/2020 03:40:30 AM,,,,,,No,Yes,3 hours
11307493789,252912708,01/29/2020 03:38:59 AM,01/29/2020 03:39:19 AM,,,,,,No,Yes,1 hour
11307491285,252912708,01/29/2020 03:38:06 AM,01/29/2020 03:38:22 AM,,,,,,No,Yes,2 hours
11307485218,252912708,01/29/2020 03:35:47 AM,01/29/2020 03:36:07 AM,,,,,,No,Yes,4 hours or more
11307477503,252912708,01/29/2020 03:32:40 AM,01/29/2020 03:33:02 AM,,,,,,No,Yes,3 hours
11307476540,252912708,01/29/2020 03:32:29 AM,01/29/2020 03:32:39 AM,,,,,,No,Yes,4 hours or more
11307476332,252912708,01/29/2020 03:32:20 AM,01/29/2020 03:32:34 AM,,,,,,No,Yes,30 minutes or less
11307473090,252912708,01/29/2020 03:31:04 AM,01/29/2020 03:31:16 AM,,,,,,No,Yes,3 hours
11307465907,252912708,01/29/2020 03:28:07 AM,01/29/2020 03:28:19 AM,,,,,,No,Yes,1 hour
11307465293,252912708,01/29/2020 03:27:38 AM,01/29/2020 03:28:03 AM,,,,,,Yes,Yes,3 hours
11307464170,252912708,01/29/2020 03:27:23 AM,01/29/2020 03:27:34 AM,,,,,,No,Yes,4 hours or more
11307461428,252912708,01/29/2020 03:26:14 AM,01/29/2020 03:26:25 AM,,,,,,Yes,Yes,4 hours or more
11307460376,252912708,01/29/2020 03:25:45 AM,01/29/2020 03:25:58 AM,,,,,,No,Yes,4 hours or more
11307460234,252912708,01/29/2020 03:25:40 AM,01/29/2020 03:25:54 AM,,,,,,No,Yes,3 hours
11307451982,252912708,01/29/2020 03:22:11 AM,01/29/2020 03:22:25 AM,,,,,,No,Yes,2 hours
11307450414,252912708,01/29/2020 03:21:28 AM,01/29/2020 03:21:46 AM,,,,,,No,Yes,4 hours or more
11307450008,252912708,01/29/2020 03:20:38 AM,01/29/2020 03:21:36 AM,,,,,,Yes,Yes,3 hours
11307430264,252912708,01/29/2020 03:12:50 AM,01/29/2020 03:13:16 AM,,,,,,No,Yes,3 hours
11307428341,252912708,01/29/2020 03:12:15 AM,01/29/2020 03:12:27 AM,,,,,,No,Yes,3 hours
11307422441,252912708,01/29/2020 03:08:23 AM,01/29/2020 03:09:59 AM,,,,,,No,Yes,4 hours or more
11307413253,252912708,01/29/2020 03:05:35 AM,01/29/2020 03:06:03 AM,,,,,,No,Yes,4 hours or more
11307407518,252912708,01/29/2020 03:03:19 AM,01/29/2020 03:03:38 AM,,,,,,No,Yes,3 hours
11307407391,252912708,01/29/2020 03:03:20 AM,01/29/2020 03:03:35 AM,,,,,,No,Yes,4 hours or more
11307406109,252912708,01/29/2020 03:02:50 AM,01/29/2020 03:03:02 AM,,,,,,No,Yes,4 hours or more
11307405525,252912708,01/29/2020 03:02:37 AM,01/29/2020 03:02:47 AM,,,,,,No,Yes,4 hours or more
11307403464,252912708,01/29/2020 03:01:35 AM,01/29/2020 03:01:50 AM,,,,,,No,Yes,3 hours
11307396557,252912708,01/29/2020 02:58:22 AM,01/29/2020 02:58:35 AM,,,,,,No,Yes,2 hours
11307395548,252912708,01/29/2020 02:57:54 AM,01/29/2020 02:58:06 AM,,,,,,No,Yes,3 hours
11307384738,252912708,01/29/2020 02:52:43 AM,01/29/2020 02:52:53 AM,,,,,,Yes,Yes,2 hours
11307369436,252912708,01/29/2020 02:45:19 AM,01/29/2020 02:45:29 AM,,,,,,No,Yes,4 hours or more
11307365685,252912708,01/29/2020 02:43:26 AM,01/29/2020 02:43:39 AM,,,,,,No,Yes,4 hours or more
11307349304,252912708,01/29/2020 02:35:23 AM,01/29/2020 02:35:37 AM,,,,,,No,Yes,3 hours
11307340491,252912708,01/29/2020 02:30:58 AM,01/29/2020 02:31:14 AM,,,,,,No,Yes,4 hours or more
11307337162,252912708,01/29/2020 02:29:22 AM,01/29/2020 02:29:30 AM,,,,,,No,Yes,1 hour
11307335858,252912708,01/29/2020 02:28:29 AM,01/29/2020 02:28:50 AM,,,,,,No,Yes,4 hours or more
11307334102,252912708,01/29/2020 02:27:32 AM,01/29/2020 02:27:54 AM,,,,,,No,Yes,4 hours or more
11307333352,252912708,01/29/2020 02:27:10 AM,01/29/2020 02:27:31 AM,,,,,,No,Yes,2 hours
11307332662,252912708,01/29/2020 02:26:59 AM,01/29/2020 02:27:09 AM,,,,,,Yes,Yes,3 hours
11307329385,252912708,01/29/2020 02:25:04 AM,01/29/2020 02:25:25 AM,,,,,,Yes,Yes,3 hours
11307328685,252912708,01/29/2020 02:24:46 AM,01/29/2020 02:25:01 AM,,,,,,Yes,Yes,2 hours
11307327049,252912708,01/29/2020 02:23:48 AM,01/29/2020 02:24:07 AM,,,,,,No,Yes,2 hours
11307326846,252912708,01/29/2020 02:23:41 AM,01/29/2020 02:24:00 AM,,,,,,No,Yes,3 hours
11307325312,252912708,01/29/2020 02:22:50 AM,01/29/2020 02:23:11 AM,,,,,,No,Yes,3 hours
11307318736,252912708,01/29/2020 02:19:26 AM,01/29/2020 02:19:46 AM,,,,,,Yes,Yes,2 hours
11307311235,252912708,01/29/2020 02:15:36 AM,01/29/2020 02:15:47 AM,,,,,,No,Yes,2 hours
11307309505,252912708,01/29/2020 02:14:31 AM,01/29/2020 02:14:50 AM,,,,,,No,Yes,4 hours or more
11307303856,252912708,01/29/2020 02:11:17 AM,01/29/2020 02:11:45 AM,,,,,,No,Yes,1 hour
11307300377,252912708,01/29/2020 02:09:37 AM,01/29/2020 02:09:55 AM,,,,,,No,Yes,3 hours
11307293695,252912708,01/29/2020 02:06:03 AM,01/29/2020 02:06:15 AM,,,,,,No,Yes,3 hours
11307289055,252912708,01/29/2020 01:57:46 AM,01/29/2020 02:03:41 AM,,,,,,Yes,Yes,3 hours
11307285938,252912708,01/29/2020 02:01:39 AM,01/29/2020 02:01:56 AM,,,,,,Yes,Yes,2 hours
11307284495,252912708,01/29/2020 02:00:43 AM,01/29/2020 02:01:08 AM,,,,,,No,Yes,3 hours
11307282813,252912708,01/29/2020 02:00:02 AM,01/29/2020 02:00:12 AM,,,,,,No,Yes,4 hours or more
11307279865,252912708,01/29/2020 01:58:22 AM,01/29/2020 01:58:34 AM,,,,,,No,Yes,1 hour
11307277883,252912708,01/29/2020 01:57:13 AM,01/29/2020 01:57:27 AM,,,,,,No,Yes,2 hours
11307277361,252912708,01/29/2020 01:56:53 AM,01/29/2020 01:57:10 AM,,,,,,Yes,Yes,4 hours or more
11307276656,252912708,01/29/2020 01:56:29 AM,01/29/2020 01:56:46 AM,,,,,,Yes,Yes,4 hours or more
11307267930,252912708,01/29/2020 01:51:40 AM,01/29/2020 01:51:53 AM,,,,,,Yes,Yes,4 hours or more
11307256102,252912708,01/29/2020 01:45:01 AM,01/29/2020 01:45:15 AM,,,,,,Yes,Yes,4 hours or more
11307247366,252912708,01/29/2020 01:40:05 AM,01/29/2020 01:40:16 AM,,,,,,No,Yes,2 hours
11307244762,252912708,01/29/2020 01:38:29 AM,01/29/2020 01:38:49 AM,,,,,,No,Yes,2 hours
11307240388,252912708,01/29/2020 01:36:03 AM,01/29/2020 01:36:21 AM,,,,,,Yes,Yes,2 hours
11307238850,252912708,01/29/2020 01:35:20 AM,01/29/2020 01:35:31 AM,,,,,,No,Yes,2 hours
11307233398,252912708,01/29/2020 01:32:07 AM,01/29/2020 01:32:19 AM,,,,,,No,Yes,4 hours or more
11307229859,252912708,01/29/2020 01:30:06 AM,01/29/2020 01:30:19 AM,,,,,,No,Yes,3 hours
11307221140,252912708,01/29/2020 01:24:07 AM,01/29/2020 01:25:14 AM,,,,,,No,Yes,4 hours or more
11307216313,252912708,01/29/2020 01:22:07 AM,01/29/2020 01:22:25 AM,,,,,,No,Yes,4 hours or more
11307211619,252912708,01/29/2020 01:19:27 AM,01/29/2020 01:19:41 AM,,,,,,No,Yes,3 hours
11307206385,252912708,01/29/2020 01:16:25 AM,01/29/2020 01:16:41 AM,,,,,,Yes,Yes,3 hours
11307205717,252912708,01/29/2020 01:15:54 AM,01/29/2020 01:16:19 AM,,,,,,Yes,Yes,2 hours
11307202391,252912708,01/29/2020 01:14:09 AM,01/29/2020 01:14:22 AM,,,,,,No,Yes,2 hours
11307197375,252912708,01/29/2020 01:11:01 AM,01/29/2020 01:11:26 AM,,,,,,No,Yes,4 hours or more
11307189444,252912708,01/29/2020 01:06:34 AM,01/29/2020 01:06:43 AM,,,,,,Yes,Yes,4 hours or more
11307177708,252912708,01/29/2020 12:59:34 AM,01/29/2020 12:59:47 AM,,,,,,No,Yes,3 hours
11307164883,252912708,01/29/2020 12:51:26 AM,01/29/2020 12:51:42 AM,,,,,,Yes,Yes,4 hours or more
11307163692,252912708,01/29/2020 12:50:27 AM,01/29/2020 12:50:56 AM,,,,,,No,Yes,2 hours
11307158923,252912708,01/29/2020 12:47:44 AM,01/29/2020 12:47:54 AM,,,,,,Yes,Yes,4 hours or more
11307150407,252912708,01/29/2020 12:42:20 AM,01/29/2020 12:42:36 AM,,,,,,Yes,Yes,1 hour
11307133585,252912708,01/29/2020 12:32:11 AM,01/29/2020 12:32:31 AM,,,,,,No,Yes,3 hours
11307131401,252912708,01/29/2020 12:30:56 AM,01/29/2020 12:31:19 AM,,,,,,No,Yes,2 hours
11307130843,252912708,01/29/2020 12:30:40 AM,01/29/2020 12:30:58 AM,,,,,,No,Yes,4 hours or more
11307122730,252912708,01/29/2020 12:25:42 AM,01/29/2020 12:25:50 AM,,,,,,No,Yes,4 hours or more
11307117401,252912708,01/29/2020 12:22:24 AM,01/29/2020 12:22:34 AM,,,,,,No,Yes,4 hours or more
11307108307,252912708,01/29/2020 12:16:45 AM,01/29/2020 12:16:56 AM,,,,,,Yes,Yes,1 hour
11307044145,252912708,01/28/2020 11:36:48 PM,01/28/2020 11:37:00 PM,,,,,,No,Yes,4 hours or more
11307038654,252912708,01/28/2020 11:33:08 PM,01/28/2020 11:33:27 PM,,,,,,No,Yes,4 hours or more
11307036699,252912708,01/28/2020 11:31:53 PM,01/28/2020 11:32:08 PM,,,,,,No,Yes,4 hours or more
11307033269,252912708,01/28/2020 11:29:35 PM,01/28/2020 11:29:55 PM,,,,,,Yes,Yes,3 hours
11307018197,252912708,01/28/2020 11:19:54 PM,01/28/2020 11:20:06 PM,,,,,,No,Yes,4 hours or more
11307014634,252912708,01/28/2020 11:17:19 PM,01/28/2020 11:17:42 PM,,,,,,No,Yes,4 hours or more
11307003614,252912708,01/28/2020 11:09:51 PM,01/28/2020 11:10:44 PM,,,,,,Yes,Yes,4 hours or more
11306974876,252912708,01/28/2020 10:52:49 PM,01/28/2020 10:53:07 PM,,,,,,Yes,Yes,1 hour
11306966133,252912708,01/28/2020 10:47:47 PM,01/28/2020 10:47:57 PM,,,,,,Yes,Yes,3 hours
11306963751,252912708,01/28/2020 10:46:01 PM,01/28/2020 10:46:37 PM,,,,,,No,Yes,3 hours
11306961147,252912708,01/28/2020 10:44:47 PM,01/28/2020 10:45:07 PM,,,,,,Yes,Yes,4 hours or more
11306958276,252912708,01/28/2020 10:43:14 PM,01/28/2020 10:43:25 PM,,,,,,No,Yes,4 hours or more
11306956629,252912708,01/28/2020 10:42:12 PM,01/28/2020 10:42:27 PM,,,,,,No,Yes,4 hours or more
11306946755,252912708,01/28/2020 10:36:13 PM,01/28/2020 10:36:32 PM,,,,,,Yes,Yes,4 hours or more
11306945169,252912708,01/28/2020 10:35:25 PM,01/28/2020 10:35:38 PM,,,,,,Yes,Yes,4 hours or more
11306938660,252912708,01/28/2020 10:31:16 PM,01/28/2020 10:31:50 PM,,,,,,No,Yes,3 hours
11306928467,252912708,01/28/2020 10:25:26 PM,01/28/2020 10:25:52 PM,,,,,,No,Yes,3 hours
11306921937,252912708,01/28/2020 10:22:15 PM,01/28/2020 10:22:24 PM,,,,,,No,Yes,3 hours
11306917993,252912708,01/28/2020 10:20:04 PM,01/28/2020 10:20:18 PM,,,,,,No,Yes,4 hours or more
11306915755,252912708,01/28/2020 10:18:49 PM,01/28/2020 10:19:04 PM,,,,,,No,Yes,4 hours or more
11306914982,252912708,01/28/2020 10:18:28 PM,01/28/2020 10:18:39 PM,,,,,,No,Yes,4 hours or more
11306906393,252912708,01/28/2020 10:13:27 PM,01/28/2020 10:13:47 PM,,,,,,No,Yes,3 hours
11306898230,252912708,01/28/2020 10:08:22 PM,01/28/2020 10:08:39 PM,,,,,,No,Yes,3 hours
11306896745,252912708,01/28/2020 10:07:20 PM,01/28/2020 10:07:32 PM,,,,,,Yes,Yes,4 hours or more
11306895887,252912708,01/28/2020 10:06:43 PM,01/28/2020 10:06:55 PM,,,,,,No,Yes,4 hours or more
11306894965,252912708,01/28/2020 10:05:49 PM,01/28/2020 10:06:13 PM,,,,,,No,Yes,4 hours or more
11306893819,252912708,01/28/2020 10:05:12 PM,01/28/2020 10:05:24 PM,,,,,,No,Yes,4 hours or more
11306890019,252912708,01/28/2020 10:02:27 PM,01/28/2020 10:02:40 PM,,,,,,No,Yes,3 hours
11306887252,252912708,01/28/2020 10:00:31 PM,01/28/2020 10:00:42 PM,,,,,,No,Yes,2 hours
11306886964,252912708,01/28/2020 10:00:05 PM,01/28/2020 10:00:31 PM,,,,,,No,Yes,3 hours
11306886532,252912708,01/28/2020 09:59:50 PM,01/28/2020 10:00:12 PM,,,,,,No,Yes,3 hours
11306885898,252912708,01/28/2020 09:59:34 PM,01/28/2020 09:59:43 PM,,,,,,No,Yes,3 hours
11306884786,252912708,01/28/2020 09:58:31 PM,01/28/2020 09:58:53 PM,,,,,,No,Yes,2 hours
11306883832,252912708,01/28/2020 09:57:48 PM,01/28/2020 09:58:08 PM,,,,,,Yes,Yes,4 hours or more
11306883210,252912708,01/28/2020 09:57:19 PM,01/28/2020 09:57:38 PM,,,,,,No,Yes,4 hours or more
11306881829,252912708,01/28/2020 09:56:23 PM,01/28/2020 09:56:38 PM,,,,,,No,Yes,4 hours or more
11306881346,252912708,01/28/2020 09:56:08 PM,01/28/2020 09:56:18 PM,,,,,,No,Yes,1 hour
11306881207,252912708,01/28/2020 09:55:47 PM,01/28/2020 09:56:10 PM,,,,,,Yes,Yes,4 hours or more
11306878375,252912708,01/28/2020 09:53:49 PM,01/28/2020 09:54:05 PM,,,,,,No,Yes,4 hours or more
11306873483,252912708,01/28/2020 09:50:15 PM,01/28/2020 09:50:31 PM,,,,,,No,Yes,2 hours
11306871349,252912708,01/28/2020 09:48:37 PM,01/28/2020 09:48:53 PM,,,,,,Yes,Yes,4 hours or more
11306869683,252912708,01/28/2020 09:47:25 PM,01/28/2020 09:47:35 PM,,,,,,No,Yes,4 hours or more
11306867910,252912708,01/28/2020 09:45:55 PM,01/28/2020 09:46:11 PM,,,,,,No,Yes,2 hours
11306867455,252912708,01/28/2020 09:45:36 PM,01/28/2020 09:45:48 PM,,,,,,No,Yes,2 hours
11306866381,252912708,01/28/2020 09:44:44 PM,01/28/2020 09:45:00 PM,,,,,,No,Yes,4 hours or more
11306866297,252912708,01/28/2020 09:44:38 PM,01/28/2020 09:44:57 PM,,,,,,No,Yes,3 hours
11306861887,252912708,01/28/2020 09:40:32 PM,01/28/2020 09:41:33 PM,,,,,,No,Yes,4 hours or more
11306861742,252912708,01/28/2020 09:41:13 PM,01/28/2020 09:41:25 PM,,,,,,No,Yes,4 hours or more
11306861657,252912708,01/28/2020 09:41:02 PM,01/28/2020 09:41:21 PM,,,,,,No,Yes,3 hours
11306861528,252912708,01/28/2020 09:40:55 PM,01/28/2020 09:41:16 PM,,,,,,No,Yes,3 hours
11306859425,252912708,01/28/2020 09:39:19 PM,01/28/2020 09:39:42 PM,,,,,,Yes,Yes,2 hours
11306859067,252912708,01/28/2020 09:39:10 PM,01/28/2020 09:39:25 PM,,,,,,No,Yes,3 hours
11306857938,252912708,01/28/2020 09:38:24 PM,01/28/2020 09:38:35 PM,,,,,,No,Yes,2 hours
11306855860,252912708,01/28/2020 09:36:47 PM,01/28/2020 09:37:03 PM,,,,,,Yes,Yes,3 hours
11306853792,252912708,01/28/2020 09:35:26 PM,01/28/2020 09:35:35 PM,,,,,,No,,3 hours
11306852979,252912708,01/28/2020 09:34:39 PM,01/28/2020 09:34:59 PM,,,,,,No,Yes,3 hours
11306852423,252912708,01/28/2020 09:34:19 PM,01/28/2020 09:34:34 PM,,,,,,No,Yes,3 hours
11306852091,252912708,01/28/2020 09:34:09 PM,01/28/2020 09:34:19 PM,,,,,,No,Yes,4 hours or more
11306850616,252912708,01/28/2020 09:32:59 PM,01/28/2020 09:33:14 PM,,,,,,No,Yes,3 hours
11306849235,252912708,01/28/2020 09:32:00 PM,01/28/2020 09:32:14 PM,,,,,,No,Yes,3 hours
11306848481,252912708,01/28/2020 09:31:25 PM,01/28/2020 09:31:39 PM,,,,,,No,Yes,4 hours or more
11306848280,252912708,01/28/2020 09:31:21 PM,01/28/2020 09:31:31 PM,,,,,,Yes,Yes,3 hours
11306847856,252912708,01/28/2020 09:31:00 PM,01/28/2020 09:31:11 PM,,,,,,No,Yes,4 hours or more
11306788983,252912708,01/28/2020 08:50:08 PM,01/28/2020 08:50:29 PM,,,,,,No,Yes,3 hours
11306788873,252912708,01/28/2020 08:50:16 PM,01/28/2020 08:50:26 PM,,,,,,No,Yes,1 hour
11306745938,252912708,01/28/2020 08:17:16 PM,01/28/2020 08:17:52 PM,,,,,,No,Yes,4 hours or more
11306726826,252912708,01/28/2020 08:02:17 PM,01/28/2020 08:02:30 PM,,,,,,No,Yes,1 hour
11306691757,252912708,01/28/2020 07:28:34 PM,01/28/2020 07:28:47 PM,,,,,,Yes,Yes,4 hours or more
11306660911,252912708,01/28/2020 07:00:07 PM,01/28/2020 07:00:12 PM,,,,,,No,Yes,4 hours or more
11306660398,252912708,01/28/2020 06:59:29 PM,01/28/2020 06:59:45 PM,,,,,,No,Yes,4 hours or more
11306607300,252912708,01/28/2020 06:13:37 PM,01/28/2020 06:14:01 PM,,,,,,Yes,Yes,4 hours or more
11306591979,252912708,01/28/2020 06:01:25 PM,01/28/2020 06:01:44 PM,,,,,,No,Yes,1 hour
11306576476,252912708,01/28/2020 05:48:59 PM,01/28/2020 05:49:52 PM,,,,,,No,Yes,1 hour
11306559403,252912708,01/28/2020 05:36:50 PM,01/28/2020 05:37:11 PM,,,,,,No,Yes,2 hours
11306557368,252912708,01/28/2020 05:35:20 PM,01/28/2020 05:35:41 PM,,,,,,No,Yes,2 hours
11306537019,252912708,01/28/2020 05:20:32 PM,01/28/2020 05:20:46 PM,,,,,,No,Yes,1 hour
11306527023,252912708,01/28/2020 05:13:07 PM,01/28/2020 05:13:28 PM,,,,,,Yes,Yes,2 hours
11306508367,252912708,01/28/2020 05:00:03 PM,01/28/2020 05:00:13 PM,,,,,,No,No,I don't spend any time on social media.
11306482517,252912708,01/28/2020 04:42:27 PM,01/28/2020 04:42:41 PM,,,,,,No,Yes,4 hours or more
11306472050,252912708,01/28/2020 04:35:31 PM,01/28/2020 04:35:46 PM,,,,,,Yes,Yes,4 hours or more
11306433945,252912708,01/28/2020 04:10:14 PM,01/28/2020 04:10:42 PM,,,,,,No,Yes,2 hours
11306404229,252912708,01/28/2020 03:51:04 PM,01/28/2020 03:52:01 PM,,,,,,No,Yes,2 hours
11306400641,252912708,01/28/2020 03:47:51 PM,01/28/2020 03:49:48 PM,,,,,,Yes,Yes,2 hours
11306396664,252912708,01/28/2020 03:46:40 PM,01/28/2020 03:47:19 PM,,,,,,Yes,Yes,2 hours
11306395683,252912708,01/28/2020 03:46:22 PM,01/28/2020 03:46:41 PM,,,,,,No,Yes,4 hours or more
11306395658,252912708,01/28/2020 03:46:25 PM,01/28/2020 03:46:40 PM,,,,,,Yes,Yes,30 minutes or less
11306395566,252912708,01/28/2020 03:46:24 PM,01/28/2020 03:46:36 PM,,,,,,No,Yes,1 hour
11306395193,252912708,01/28/2020 03:46:11 PM,01/28/2020 03:46:23 PM,,,,,,No,Yes,2 hours
11306395127,252912708,01/28/2020 03:46:12 PM,01/28/2020 03:46:20 PM,,,,,,Yes,Yes,4 hours or more
11306394917,252912708,01/28/2020 03:45:58 PM,01/28/2020 03:46:13 PM,,,,,,No,Yes,2 hours
11306394362,252912708,01/28/2020 03:45:41 PM,01/28/2020 03:45:52 PM,,,,,,No,Yes,4 hours or more
11306386400,252912708,01/28/2020 03:40:32 PM,01/28/2020 03:40:44 PM,,,,,,No,Yes,1 hour
11306328056,252912708,01/28/2020 03:05:37 PM,01/28/2020 03:05:55 PM,,,,,,No,Yes,3 hours
11306015877,252912708,01/28/2020 12:25:18 PM,01/28/2020 12:25:30 PM,,,,,,No,Yes,1 hour
11305984246,252912708,01/28/2020 12:12:15 PM,01/28/2020 12:12:30 PM,,,,,,No,Yes,4 hours or more
11305723476,252912708,01/28/2020 10:35:49 AM,01/28/2020 10:36:03 AM,,,,,,No,Yes,2 hours
11305701300,252912708,01/28/2020 10:28:31 AM,01/28/2020 10:28:47 AM,,,,,,No,Yes,4 hours or more
11304933185,252912708,01/28/2020 06:18:22 AM,01/28/2020 06:18:42 AM,,,,,,No,Yes,2 hours
11304450165,252912708,01/28/2020 03:38:14 AM,01/28/2020 03:38:33 AM,,,,,,No,Yes,2 hours
11303771785,252912708,01/27/2020 08:42:32 PM,01/27/2020 08:42:50 PM,,,,,,No,Yes,1 hour
11303721305,252912708,01/27/2020 07:54:51 PM,01/27/2020 07:55:22 PM,,,,,,No,Yes,4 hours or more
11303713919,252912708,01/27/2020 07:48:38 PM,01/27/2020 07:48:44 PM,,,,,,No,Yes,3 hours
11303713486,252912708,01/27/2020 07:48:10 PM,01/27/2020 07:48:20 PM,,,,,,No,Yes,2 hours
11303692969,252912708,01/27/2020 07:27:07 PM,01/27/2020 07:28:10 PM,,,,,,No,Yes,1 hour
11303583084,252912708,01/27/2020 05:49:36 PM,01/27/2020 05:49:47 PM,,,,,,No,Yes,2 hours
11303582469,252912708,01/27/2020 05:49:08 PM,01/27/2020 05:49:20 PM,,,,,,No,Yes,2 hours
11303532176,252912708,01/27/2020 05:13:45 PM,01/27/2020 05:14:09 PM,,,,,,No,Yes,30 minutes or less
11303517877,252912708,01/27/2020 05:03:57 PM,01/27/2020 05:04:05 PM,,,,,,No,Yes,3 hours
11303497308,252912708,01/27/2020 04:48:49 PM,01/27/2020 04:49:08 PM,,,,,,No,Yes,3 hours
11303464475,252912708,01/27/2020 04:25:57 PM,01/27/2020 04:26:17 PM,,,,,,No,Yes,3 hours
11303461766,252912708,01/27/2020 04:23:51 PM,01/27/2020 04:24:27 PM,,,,,,Yes,Yes,4 hours or more
11303461480,252912708,01/27/2020 04:24:00 PM,01/27/2020 04:24:15 PM,,,,,,Yes,Yes,3 hours
11303457899,252912708,01/27/2020 04:21:30 PM,01/27/2020 04:21:41 PM,,,,,,No,Yes,3 hours
11303457519,252912708,01/27/2020 04:21:13 PM,01/27/2020 04:21:26 PM,,,,,,No,Yes,4 hours or more
11303454179,252912708,01/27/2020 04:18:59 PM,01/27/2020 04:19:08 PM,,,,,,No,Yes,4 hours or more
11302408033,252912708,01/27/2020 08:56:05 AM,01/27/2020 08:56:17 AM,,,,,,No,Yes,3 hours
11302117336,252912708,01/27/2020 07:18:06 AM,01/27/2020 07:18:34 AM,,,,,,No,Yes,1 hour
11301410585,252912708,01/27/2020 03:01:47 AM,01/27/2020 03:02:13 AM,,,,,,Yes,Yes,3 hours
11300960742,252912708,01/26/2020 09:32:53 PM,01/26/2020 09:33:00 PM,,,,,,Yes,Yes,4 hours or more
11300960007,252912708,01/26/2020 09:31:56 PM,01/26/2020 09:32:12 PM,,,,,,Yes,Yes,3 hours
11300957132,252912708,01/26/2020 09:28:35 PM,01/26/2020 09:29:01 PM,,,,,,No,Yes,2 hours
11300943203,252912708,01/26/2020 09:12:31 PM,01/26/2020 09:13:27 PM,,,,,,No,Yes,4 hours or more
11300894358,252912708,01/26/2020 08:09:12 PM,01/26/2020 08:09:57 PM,,,,,,No,Yes,2 hours
11300864762,252912708,01/26/2020 07:27:29 PM,01/26/2020 07:27:48 PM,,,,,,No,Yes,3 hours
11300853202,252912708,01/26/2020 07:11:09 PM,01/26/2020 07:11:28 PM,,,,,,No,Yes,4 hours or more
11300780142,252912708,01/26/2020 05:36:32 PM,01/26/2020 05:36:48 PM,,,,,,No,Yes,4 hours or more
11300779894,252912708,01/26/2020 05:36:08 PM,01/26/2020 05:36:31 PM,,,,,,Yes,Yes,4 hours or more
11300754952,252912708,01/26/2020 05:08:22 PM,01/26/2020 05:08:34 PM,,,,,,No,Yes,2 hours
11300753564,252912708,01/26/2020 05:06:32 PM,01/26/2020 05:06:55 PM,,,,,,Yes,Yes,4 hours or more
11300743080,252912708,01/26/2020 04:54:26 PM,01/26/2020 04:54:52 PM,,,,,,No,Yes,3 hours
